Unnamed: 0,product_smiles,reaction_class,
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC1CCCCC1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCCC1CCCCC1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC1CCCC1,LLM,File1
,COc1ccc2c(c1)c(CCNC[C@]1(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]31)c(C)n2C(=O)c1ccc(Cl)cc1,LLM,File1
,COc1ccc2c(c1)c(CCNC[C@]1(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]31)c(C)n2C(=O)c1ccc(Cl)cc1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC1CCN(C(=O)OCc2ccccc2)CC1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC(c1ccccc1)c1ccccc1,LLM,File1
,COc1ccc(CCNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)cc1OC,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC12CC3CC(CC(C3)C1)C2,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNC[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,LLM,File1
,CC(=O)c1ccccc1CNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,LLM,File1
,CC#CCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccccc1C=O,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCc1ccccc1Cl,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCc1ccc(Cl)cc1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccc(C2CCCCC2)cc1,LLM,File1
,CCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccccc1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC1CCCN1C(=O)OC(C)(C)C,LLM,File1
,Cc1c(CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)c(O)cc2c1C(=O)c1c(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c(O)c1C2=O,LLM,File1
,CCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,LLM,File1
,CC(=O)Oc1ccccc1CNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,LLM,File1
,COc1ccc(CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)cc1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC1=CCCC1,LLM,File1
,CCS(=O)(=O)c1ccccc1CCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccc(C=O)cc1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC(C)c1ccc(Cl)cc1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccc(-c2ccc(Cl)cc2)o1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC=Cc1ccc(O)c(O)c1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC1(O)CC(O)C(O)C(OC(=O)C=Cc2ccc(O)c(O)c2)C1,LLM,File1
,CCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,LLM,File1
,CCN(CC)c1ccc2c(-c3ccccc3CNC[C@]3(C)CCC[C@]4(C)c5ccc(C(C)C)cc5CC[C@H]43)c3ccc(N(CC)CC)cc3[o+]c2c1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1nccc2ccccc12,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1nccc2ccccc12,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCCC(=O)O,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCCC(=O)OC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3,LLM,File1
,COc1ccc(S(N)(=O)=O)cc1CNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1cc(O)nc2ccccc12,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1cc2ccccc2cn1,LLM,File1
,C=C1C[C@]23C[C@@]1(O)CC[C@H]2C1C=C[C@H](O)[C@@](C)(CNC[C@]2(C)CCC[C@]4(C)c5ccc(C(C)C)cc5CC[C@H]42)[C@H]1[C@@H]3C(=O)O,LLM,File1
,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3CNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,LLM,File1
,CCCCc1ccc(CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)nc1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1cc(-c2ccccc2)on1,LLM,File1
,COc1ccc2cc(C(C)CNC[C@]3(C)CCC[C@]4(C)c5ccc(C(C)C)cc5CC[C@H]43)ccc2c1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCCN(C)C,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC(C)c1ccc(-c2ccccc2)c(F)c1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC(C)c1ccc(N2Cc3ccccc3C2=O)cc1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCC1(CSC(CCc2ccccc2C(C)(C)O)c2cccc(C=Cc3ccc4ccc(Cl)cc4n3)c2)CC1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC1CC=CCC1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCCCCCOc1ccccc1,LLM,File1
,CC(C)c1ccc2c(c1)CCC1C(C)(CNC[C@]3(C)CCC[C@]4(C)c5ccc(C(C)C)cc5CC[C@H]43)CCCC21C,LLM,File1
,COc1ccccc1CNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccccc1CCc1ccccc1,LLM,File1
,Cc1ccc([N+](=O)[O-])c(CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)c1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCc1ccc(N(C)C)cc1,LLM,File1
,CC(C)CCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccccc1CBr,LLM,File1
,COc1ccc(CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)cc1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1cn(C)c2ccccc12,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccc(F)cc1,LLM,File1
,C=CCCCCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCCCCCCCCCCCCCCCO,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccccc1N=Nc1ccc(O)cc1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccc(I)cc1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1cccc(N(C)C)c1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccc(C#N)c([N+](=O)[O-])c1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC(C)(C)O,LLM,File1
,COc1ccc(C=CCNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)cc1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC(C)c1ccccc1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC1CC=CC1,LLM,File1
,CC(=O)CCCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccc(C=O)cc1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1cc(Cl)ncc1C(F)(F)F,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccc(O)cc1,LLM,File1
,COc1ccc(CCCNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)cc1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1cccc(C(=O)O)c1,LLM,File1
,COC(=O)c1cccc(CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)c1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccc(Oc2ccccc2)cc1,LLM,File1
,CC(C)CCCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1cccc(I)c1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCS,LLM,File1
,COc1cc(CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)ccc1C,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC1CCCC(C(=O)O)C1,LLM,File1
,COC(=O)C1CCCC(CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)C1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC=O,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCC1Cc2ccccc2C1,LLM,File1
,COc1ccccc1CCCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCCCc1ccccc1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCCCCc1ccccc1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC#Cc1ccccc1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC1(C(F)(F)F)CC1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC1CCCN(C(=O)OC(C)(C)C)C1,LLM,File1
,COc1cc(C)ccc1CNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,LLM,File1
,CC(CNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21)Cc1ccccc1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1cc(C(C)(C)C)nn1C,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC1CCc2ccccc2C1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1cccc(C(=O)c2ccccc2)c1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC1CN(C(=O)OC(C)(C)C)C1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC1CCCC(C(=O)O)C1,LLM,File1
,COC(=O)C1CCCC(CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)C1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccc(Cl)cc1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCC1CC1,LLM,File1
,CC(=O)c1cccc(CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)c1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccc2c(c1)OCCO2,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC1CCCN(C(=O)OC(C)(C)C)C1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC1CN(C(=O)OC(C)(C)C)CCN1C(=O)OCc1ccccc1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC1CC=CCC1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccc(F)c(O)c1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1c(F)cccc1I,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccc(F)cc1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccncc1F,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1cccc(F)c1I,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccc(S(C)(=O)=O)cc1F,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccc(Cl)c(Cl)c1,LLM,File1
,CCOC=CCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1cc(-c2ccco2)on1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1csc(-c2ccco2)n1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC(C)c1ccccc1,LLM,File1
,C=C(C)CNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC(C)(C)F,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,LLM,File1
,C=CCCCCCCCCCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCn1cnnn1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCc1ccc(C(F)(F)F)nc1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccccc1C(F)(F)F,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC1CCCO1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1cccs1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1cccc(OC(F)(F)F)c1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1cccc(C(F)(F)F)c1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1cnc2ccccc2c1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccc(OC(F)(F)F)cc1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccc(C(F)(F)F)cc1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccc(S(N)(=O)=O)cc1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccc2ncccc2c1,LLM,File1
,Cc1cccc(CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)c1,LLM,File1
,Cc1cccc(CCNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)c1,LLM,File1
,Cc1ccccc1CCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,LLM,File1
,Cc1ccc(CCNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)cc1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccc2ccccc2n1,LLM,File1
,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)C(C)(C)CCC1,LLM,File1
,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)cc1,LLM,File1
,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)cc1,LLM,File1
,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)cc1,LLM,File1
,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)cc1,LLM,File1
,Cc1ccc(S(=O)(=O)N2CCC[C@H]2CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)cc1,LLM,File1
,COc1cc(CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)ccc1O,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCc1cnn(C)c1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1cnn(C)c1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1cc(-c2cccs2)n(C)n1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC1CCCN(C)C1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC1CCN(C)CC1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccnn1C,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1cccn1C,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1cccc2ccccc12,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC1(c2ccccc2)CC1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCCCc1ccc2ccc3cccc4ccc1c2c34,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccccc1-n1cccn1,LLM,File1
,COc1cc(CCNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)ccn1,LLM,File1
,Cc1ccc(C(C)CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)cc1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCc1ccc(S(N)(=O)=O)cc1,LLM,File1
,COc1cccc(CCNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)n1,LLM,File1
,Cc1ccc(CCNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)cn1,LLM,File1
,COc1cc(CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)ccn1,LLM,File1
,COc1ccccc1CCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccc2ccccc2c1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccccc1[N+](=O)[O-],LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCc1ccccc1[N+](=O)[O-],LLM,File1
,Cc1ccccc1CCCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCCc1ccccn1,LLM,File1
,COc1cc(CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)n(C)n1,LLM,File1
,COc1cccc(CCNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)c1,LLM,File1
,Cc1ccsc1CNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,LLM,File1
,CC(C)=CCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCc1ccc2c(c1)OCO2,LLM,File1
,CSc1ccc(CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)cc1,LLM,File1
,COc1ccc(CCNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)cc1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccc(S(C)(=O)=O)cc1,LLM,File1
,Cc1ncsc1CNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,LLM,File1
,CC(C)CCCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccc([N+](=O)[O-])cc1,LLM,File1
,COc1ccc2cc(CNC[C@]3(C)CCC[C@]4(C)c5ccc(C(C)C)cc5CC[C@H]43)ccc2c1,LLM,File1
,COc1ccc2cc(CNC[C@]3(C)CCC[C@]4(C)c5ccc(C(C)C)cc5CC[C@H]43)ccc2c1,LLM,File1
,COc1ccc(CCNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)cn1,LLM,File1
,COc1ccc(CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)cn1,LLM,File1
,Cc1ccc(CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)cn1,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC1CCCN1C(=O)OC(C)(C)C,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCC(=O)O,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCC(=O)O,LLM,File1
,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCC(=O)O,LLM,File1
