nanoChem-generated mosquito worklist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Numbers of components in each group:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nucleophile (N): 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catalyst1 (C): 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ligand1 (L): 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReductantOxidant (O): 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source Plate 1 Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,,,,,,,,,,,,,,,,,,,,,,,,,,
L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1
L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1
L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1
L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1
L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1
L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1
L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1
L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1
L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1
L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1
L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1
L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1
L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N1.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N2.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N3.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1,L1.C1.N4.O1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source Plate 1 Volumes (nL) - including dead volume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24015,24015,6015,6015,6015,6015,24015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worklist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[VAR1]Volume,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,3,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,1,1,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,3,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,1,2,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,3,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,2,1,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,3,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,2,2,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,3,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,3,1,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,3,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,3,2,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,3,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,4,1,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,3,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,4,2,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,3,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,5,1,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,3,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,5,2,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,3,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,6,1,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,3,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,6,2,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,3,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,7,1,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,3,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,7,2,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,16,1,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,8,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,3,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,8,1,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,17,1,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,8,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,3,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,8,2,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,18,1,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,8,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,3,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,9,1,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,19,1,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,8,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,3,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,9,2,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,20,1,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,8,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,3,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,10,1,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,21,1,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
